date,state,district,total_bio_updates
2025-10-31,UTTAR PRADESH,BHADOHI,411
2025-10-31,UTTAR PRADESH,BIJNOR,14288
2025-10-31,UTTAR PRADESH,BUDAUN,6509
2025-10-31,UTTAR PRADESH,BULANDSHAHAR,50
2025-10-31,UTTAR PRADESH,BULANDSHAHR,9958
2025-10-31,UTTAR PRADESH,CHANDAULI,4626
2025-10-31,UTTAR PRADESH,CHITRAKOOT,4181
2025-10-31,UTTAR PRADESH,DEORIA,8243
2025-10-31,UTTAR PRADESH,ETAH,3346
2025-10-31,UTTAR PRADESH,ETAWAH,4294
2025-10-31,UTTAR PRADESH,FAIZABAD,6665
2025-10-31,UTTAR PRADESH,FARRUKHABAD,4266
2025-10-31,UTTAR PRADESH,FATEHPUR,5706
2025-10-31,UTTAR PRADESH,FIROZABAD,5879
2025-10-31,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,4820
2025-10-31,UTTAR PRADESH,GAUTAM BUDDHA NAGAR *,2
2025-10-31,UTTAR PRADESH,GHAZIABAD,9055
2025-10-31,UTTAR PRADESH,GHAZIPUR,9371
2025-10-31,UTTAR PRADESH,GONDA,9957
2025-10-31,UTTAR PRADESH,GORAKHPUR,10721
2025-10-31,UTTAR PRADESH,HAMIRPUR,3311
2025-10-31,UTTAR PRADESH,HAPUR,3857
2025-10-31,UTTAR PRADESH,HARDOI,12318
2025-10-31,UTTAR PRADESH,HATHRAS,3153
2025-10-31,UTTAR PRADESH,JALAUN,3955
2025-10-31,UTTAR PRADESH,JAUNPUR,13816
2025-10-31,UTTAR PRADESH,JHANSI,6257
2025-10-31,UTTAR PRADESH,JYOTIBA PHULE NAGAR,24
2025-10-31,UTTAR PRADESH,KANNAUJ,4539
2025-10-31,UTTAR PRADESH,KANPUR DEHAT,4016
2025-10-31,UTTAR PRADESH,KANPUR NAGAR,12154
2025-10-31,UTTAR PRADESH,KASGANJ,3637
2025-10-31,UTTAR PRADESH,KAUSHAMBI,5469
2025-10-31,UTTAR PRADESH,KHERI,11735
2025-10-31,UTTAR PRADESH,KUSHINAGAR,9305
2025-10-31,UTTAR PRADESH,KUSHINAGAR *,4
2025-10-31,UTTAR PRADESH,LALITPUR,4001
2025-10-31,UTTAR PRADESH,LUCKNOW,12296
2025-10-31,UTTAR PRADESH,MAHARAJGANJ,6434
2025-10-31,UTTAR PRADESH,MAHOBA,2390
2025-10-31,UTTAR PRADESH,MAHRAJGANJ,2
2025-10-31,UTTAR PRADESH,MAINPURI,4095
2025-10-31,UTTAR PRADESH,MATHURA,7135
2025-10-31,UTTAR PRADESH,MAU,6483
2025-10-31,UTTAR PRADESH,MEERUT,10672
2025-10-31,UTTAR PRADESH,MIRZAPUR,7659
2025-10-31,UTTAR PRADESH,MORADABAD,10051
2025-10-31,UTTAR PRADESH,MUZAFFARNAGAR,9910
2025-10-31,UTTAR PRADESH,PILIBHIT,7180
2025-10-31,UTTAR PRADESH,PRATAPGARH,9379
2025-10-31,UTTAR PRADESH,PRAYAGRAJ,1122
2025-10-31,UTTAR PRADESH,RAE BARELI,9516
2025-10-31,UTTAR PRADESH,RAEBARELI,1
2025-10-31,UTTAR PRADESH,RAMPUR,8125
2025-10-31,UTTAR PRADESH,SAHARANPUR,12874
2025-10-31,UTTAR PRADESH,SAMBHAL,6148
2025-10-31,UTTAR PRADESH,SANT KABIR NAGAR,6516
2025-10-31,UTTAR PRADESH,SANT RAVIDAS NAGAR,4866
2025-10-31,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,15
2025-10-31,UTTAR PRADESH,SHAHJAHANPUR,9863
2025-10-31,UTTAR PRADESH,SHAMLI,6666
2025-10-31,UTTAR PRADESH,SHRAWASTI,3708
2025-10-31,UTTAR PRADESH,SIDDHARTHNAGAR,7191
2025-10-31,UTTAR PRADESH,SITAPUR,13407
2025-10-31,UTTAR PRADESH,SONBHADRA,4955
2025-10-31,UTTAR PRADESH,SULTANPUR,7817
2025-10-31,UTTAR PRADESH,UNNAO,8112
2025-10-31,UTTAR PRADESH,VARANASI,11279
2025-10-31,UTTARAKHAND,ALMORA,1662
2025-10-31,UTTARAKHAND,BAGESHWAR,824
2025-10-31,UTTARAKHAND,CHAMOLI,1398
2025-10-31,UTTARAKHAND,CHAMPAWAT,1129
2025-10-31,UTTARAKHAND,DEHRADUN,7852
2025-10-31,UTTARAKHAND,GARHWAL,53
2025-10-31,UTTARAKHAND,HARDWAR,87
2025-10-31,UTTARAKHAND,HARIDWAR,6201
2025-10-31,UTTARAKHAND,NAINITAL,3877
2025-10-31,UTTARAKHAND,PAURI GARHWAL,3919
2025-10-31,UTTARAKHAND,PITHORAGARH,1532
2025-10-31,UTTARAKHAND,RUDRAPRAYAG,1090
2025-10-31,UTTARAKHAND,TEHRI GARHWAL,3325
2025-10-31,UTTARAKHAND,UDHAM SINGH NAGAR,8674
2025-10-31,UTTARAKHAND,UTTARKASHI,1103
2025-10-31,WEST  BENGAL,HOOGHLY,11
2025-10-31,WEST BANGAL,HOOGHLY,8
2025-10-31,WEST BANGAL,HOWRAH,3
2025-10-31,WEST BENGAL,ALIPURDUAR,433
2025-10-31,WEST BENGAL,BALLY JAGACHHA,1
2025-10-31,WEST BENGAL,BANKURA,7169
2025-10-31,WEST BENGAL,BARDDHAMAN,12328
2025-10-31,WEST BENGAL,BARDHAMAN,1411
2025-10-31,WEST BENGAL,BIRBHUM,9540
2025-10-31,WEST BENGAL,BURDWAN,1
2025-10-31,WEST BENGAL,COOCH BEHAR,3214
2025-10-31,WEST BENGAL,DAKSHIN DINAJPUR,3122
2025-10-31,WEST BENGAL,DARJEELING,1953
2025-10-31,WEST BENGAL,DARJILING,114
2025-10-31,WEST BENGAL,EAST MIDNAPORE,2793
2025-10-31,WEST BENGAL,EAST MIDNAPUR,5
2025-10-31,WEST BENGAL,HAORA,1931
2025-10-31,WEST BENGAL,HAWRAH,3
2025-10-31,WEST BENGAL,HOOGHIY,3
2025-10-31,WEST BENGAL,HOOGHLY,10032
2025-10-31,WEST BENGAL,HOWRAH,5809
2025-10-31,WEST BENGAL,HUGLI,60
2025-10-31,WEST BENGAL,JALPAIGURI,4345
2025-10-31,WEST BENGAL,JHARGRAM,273
2025-10-31,WEST BENGAL,KALIMPONG,51
2025-10-31,WEST BENGAL,KOCH BIHAR,1205
2025-10-31,WEST BENGAL,KOLKATA,5895
2025-10-31,WEST BENGAL,MALDA,7281
2025-10-31,WEST BENGAL,MALDAH,1429
2025-10-31,WEST BENGAL,MEDINIPUR,15
2025-10-31,WEST BENGAL,MURSHIDABAD,17148
2025-10-31,WEST BENGAL,NADIA,8683
2025-10-31,WEST BENGAL,NORTH 24 PARGANAS,15361
2025-10-31,WEST BENGAL,NORTH DINAJPUR,182
2025-10-31,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,1355
2025-10-31,WEST BENGAL,PASCHIM BARDHAMAN,601
2025-10-31,WEST BENGAL,PASCHIM MEDINIPUR,12086
2025-10-31,WEST BENGAL,PURBA BARDHAMAN,730
2025-10-31,WEST BENGAL,PURBA MEDINIPUR,10610
2025-10-31,WEST BENGAL,PURULIA,351
2025-10-31,WEST BENGAL,PURULIYA,6359
2025-10-31,WEST BENGAL,SOUTH 24 PARGANA,1
2025-10-31,WEST BENGAL,SOUTH 24 PARGANAS,19424
2025-10-31,WEST BENGAL,SOUTH DINAJPUR,245
2025-10-31,WEST BENGAL,SOUTH DUMDUM(M),1
2025-10-31,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,3320
2025-10-31,WEST BENGAL,UTTAR DINAJPUR,8780
2025-10-31,WEST BENGAL,WEST MIDNAPORE,1807
2025-10-31,WESTBENGAL,HOOGHLY,4
2025-11-30,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,222
2025-11-30,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,81
2025-11-30,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,190
2025-11-30,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,581
2025-11-30,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,748
2025-11-30,ANDHRA PRADESH,ADILABAD,5560
2025-11-30,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,2112
2025-11-30,ANDHRA PRADESH,ANAKAPALLI,732
2025-11-30,ANDHRA PRADESH,ANANTAPUR,11191
2025-11-30,ANDHRA PRADESH,ANANTHAPUR,6134
2025-11-30,ANDHRA PRADESH,ANANTHAPURAMU,7076
2025-11-30,ANDHRA PRADESH,ANNAMAYYA,1027
2025-11-30,ANDHRA PRADESH,BAPATLA,972
2025-11-30,ANDHRA PRADESH,CHITTOOR,30897
2025-11-30,ANDHRA PRADESH,CUDDAPAH,17676
2025-11-30,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,1236
2025-11-30,ANDHRA PRADESH,EAST GODAVARI,35886
2025-11-30,ANDHRA PRADESH,ELURU,869
2025-11-30,ANDHRA PRADESH,GUNTUR,31847
2025-11-30,ANDHRA PRADESH,HYDERABAD,10529
2025-11-30,ANDHRA PRADESH,K.V. RANGAREDDY,72
2025-11-30,ANDHRA PRADESH,K.V.RANGAREDDY,167
2025-11-30,ANDHRA PRADESH,KAKINADA,1629
2025-11-30,ANDHRA PRADESH,KARIM NAGAR,299
2025-11-30,ANDHRA PRADESH,KARIMNAGAR,2014
2025-11-30,ANDHRA PRADESH,KHAMMAM,4414
2025-11-30,ANDHRA PRADESH,KRISHNA,26385
2025-11-30,ANDHRA PRADESH,KURNOOL,32683
2025-11-30,ANDHRA PRADESH,MAHABUB NAGAR,2630
2025-11-30,ANDHRA PRADESH,MAHABUBNAGAR,18
2025-11-30,ANDHRA PRADESH,MAHBUBNAGAR,1881
2025-11-30,ANDHRA PRADESH,MEDAK,2853
2025-11-30,ANDHRA PRADESH,N. T. R,1363
2025-11-30,ANDHRA PRADESH,NALGONDA,4503
2025-11-30,ANDHRA PRADESH,NANDYAL,1229
2025-11-30,ANDHRA PRADESH,NELLORE,17970
2025-11-30,ANDHRA PRADESH,NIZAMABAD,1436
2025-11-30,ANDHRA PRADESH,PALNADU,1032
2025-11-30,ANDHRA PRADESH,PARVATHIPURAM MANYAM,1001
2025-11-30,ANDHRA PRADESH,PRAKASAM,22082
2025-11-30,ANDHRA PRADESH,RANGAREDDI,5346
2025-11-30,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,1336
2025-11-30,ANDHRA PRADESH,SRI SATHYA SAI,1144
2025-11-30,ANDHRA PRADESH,SRIKAKULAM,17466
2025-11-30,ANDHRA PRADESH,TIRUPATI,1299
2025-11-30,ANDHRA PRADESH,VISAKHAPATNAM,30865
2025-11-30,ANDHRA PRADESH,VIZIANAGARAM,17681
2025-11-30,ANDHRA PRADESH,WARANGAL,5829
2025-11-30,ANDHRA PRADESH,WEST GODAVARI,23378
2025-11-30,ANDHRA PRADESH,Y. S. R,966
2025-11-30,ARUNACHAL PRADESH,ANJAW,220
2025-11-30,ARUNACHAL PRADESH,CHANGLANG,1499
2025-11-30,ARUNACHAL PRADESH,DIBANG VALLEY,192
2025-11-30,ARUNACHAL PRADESH,EAST KAMENG,681
2025-11-30,ARUNACHAL PRADESH,EAST SIANG,672
2025-11-30,ARUNACHAL PRADESH,KAMLE,20
2025-11-30,ARUNACHAL PRADESH,KRA DAADI,58
2025-11-30,ARUNACHAL PRADESH,KURUNG KUMEY,362
2025-11-30,ARUNACHAL PRADESH,LEPARADA,15
2025-11-30,ARUNACHAL PRADESH,LOHIT,417
2025-11-30,ARUNACHAL PRADESH,LONGDING,322
2025-11-30,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,363
2025-11-30,ARUNACHAL PRADESH,LOWER SIANG,189
2025-11-30,ARUNACHAL PRADESH,LOWER SUBANSIRI,182
2025-11-30,ARUNACHAL PRADESH,NAMSAI,1076
2025-11-30,ARUNACHAL PRADESH,PAKKE KESSANG,15
2025-11-30,ARUNACHAL PRADESH,PAPUM PARE,685
2025-11-30,ARUNACHAL PRADESH,SHI-YOMI,233
2025-11-30,ARUNACHAL PRADESH,SIANG,218
2025-11-30,ARUNACHAL PRADESH,TAWANG,405
2025-11-30,ARUNACHAL PRADESH,TIRAP,294
2025-11-30,ARUNACHAL PRADESH,UPPER SIANG,306
2025-11-30,ARUNACHAL PRADESH,UPPER SUBANSIRI,543
2025-11-30,ARUNACHAL PRADESH,WEST KAMENG,487
2025-11-30,ARUNACHAL PRADESH,WEST SIANG,1180
2025-11-30,ASSAM,BAJALI,3
2025-11-30,ASSAM,BAKSA,2393
2025-11-30,ASSAM,BARPETA,12021
2025-11-30,ASSAM,BISWANATH,858
2025-11-30,ASSAM,BONGAIGAON,4587
2025-11-30,ASSAM,CACHAR,5698
2025-11-30,ASSAM,CHARAIDEO,800
2025-11-30,ASSAM,CHIRANG,3938
2025-11-30,ASSAM,DARRANG,2787
2025-11-30,ASSAM,DHEMAJI,1977
2025-11-30,ASSAM,DHUBRI,5333
2025-11-30,ASSAM,DIBRUGARH,2280
2025-11-30,ASSAM,DIMA HASAO,7
2025-11-30,ASSAM,GOALPARA,3543
2025-11-30,ASSAM,GOLAGHAT,3148
2025-11-30,ASSAM,HAILAKANDI,2034
2025-11-30,ASSAM,HOJAI,3200
2025-11-30,ASSAM,JORHAT,2469
2025-11-30,ASSAM,KAMRUP,3971
2025-11-30,ASSAM,KAMRUP METRO,2675
2025-11-30,ASSAM,KARBI ANGLONG,9395
2025-11-30,ASSAM,KARIMGANJ,4985
2025-11-30,ASSAM,KOKRAJHAR,2450
2025-11-30,ASSAM,LAKHIMPUR,3274
2025-11-30,ASSAM,MAJULI,216
2025-11-30,ASSAM,MARIGAON,2792
2025-11-30,ASSAM,NAGAON,13257
2025-11-30,ASSAM,NALBARI,4039
2025-11-30,ASSAM,NORTH CACHAR HILLS,647
2025-11-30,ASSAM,SIBSAGAR,1295
2025-11-30,ASSAM,SONITPUR,3363
2025-11-30,ASSAM,SOUTH SALMARA MANKACHAR,646
2025-11-30,ASSAM,SRIBHUMI,90
2025-11-30,ASSAM,TAMULPUR DISTRICT,13
2025-11-30,ASSAM,TINSUKIA,1889
2025-11-30,ASSAM,UDALGURI,1684
2025-11-30,ASSAM,WEST KARBI ANGLONG,459
2025-11-30,BIHAR,ARARIA,10584
2025-11-30,BIHAR,ARWAL,3054
2025-11-30,BIHAR,AURANGABAD,9764
2025-11-30,BIHAR,AURANGABAD(BH),70
2025-11-30,BIHAR,BANKA,8490
2025-11-30,BIHAR,BEGUSARAI,11898
2025-11-30,BIHAR,BHABUA,5
2025-11-30,BIHAR,BHAGALPUR,13783
2025-11-30,BIHAR,BHOJPUR,7950
2025-11-30,BIHAR,BUXAR,5064
2025-11-30,BIHAR,DARBHANGA,19972
2025-11-30,BIHAR,EAST CHAMPARAN,17475
2025-11-30,BIHAR,GAYA,12831
2025-11-30,BIHAR,GOPALGANJ,7791
2025-11-30,BIHAR,JAMUI,6486
2025-11-30,BIHAR,JEHANABAD,3655
2025-11-30,BIHAR,KAIMUR (BHABUA),6518
2025-11-30,BIHAR,KATIHAR,17692
2025-11-30,BIHAR,KHAGARIA,5790
2025-11-30,BIHAR,KISHANGANJ,13488
2025-11-30,BIHAR,LAKHISARAI,5022
2025-11-30,BIHAR,MADHEPURA,8440
2025-11-30,BIHAR,MADHUBANI,20525
2025-11-30,BIHAR,MONGHYR,17
2025-11-30,BIHAR,MUNGER,4165
2025-11-30,BIHAR,MUZAFFARPUR,16817
2025-11-30,BIHAR,NALANDA,8896
2025-11-30,BIHAR,NAWADA,5643
2025-11-30,BIHAR,PASHCHIM CHAMPARAN,80
2025-11-30,BIHAR,PATNA,16942
2025-11-30,BIHAR,PURBA CHAMPARAN,77
2025-11-30,BIHAR,PURNEA,495
2025-11-30,BIHAR,PURNIA,14688
2025-11-30,BIHAR,ROHTAS,11396
2025-11-30,BIHAR,SAHARSA,10298
2025-11-30,BIHAR,SAMASTIPUR,15989
2025-11-30,BIHAR,SAMSTIPUR,46
2025-11-30,BIHAR,SARAN,13524
2025-11-30,BIHAR,SHEIKHPURA,3896
2025-11-30,BIHAR,SHEIKPURA,30
2025-11-30,BIHAR,SHEOHAR,2649
2025-11-30,BIHAR,SITAMARHI,15464
2025-11-30,BIHAR,SIWAN,12165
2025-11-30,BIHAR,SUPAUL,8745
2025-11-30,BIHAR,VAISHALI,12896
2025-11-30,BIHAR,WEST CHAMPARAN,13701
2025-11-30,CHANDIGARH,CHANDIGARH,4166
2025-11-30,CHANDIGARH,MOHALI,2
2025-11-30,CHANDIGARH,RUPNAGAR,3
2025-11-30,CHHATISGARH,RAIPUR,2
2025-11-30,CHHATTISGARH,BALOD,8044
2025-11-30,CHHATTISGARH,BALODA BAZAR,17048
2025-11-30,CHHATTISGARH,BALRAMPUR,6175
2025-11-30,CHHATTISGARH,BASTAR,8608
2025-11-30,CHHATTISGARH,BEMETARA,11942
2025-11-30,CHHATTISGARH,BIJAPUR,2620
2025-11-30,CHHATTISGARH,BILASPUR,25479
2025-11-30,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,2272
2025-11-30,CHHATTISGARH,DANTEWADA,1725
2025-11-30,CHHATTISGARH,DHAMTARI,11491
2025-11-30,CHHATTISGARH,DURG,36442
2025-11-30,CHHATTISGARH,GARIYABAND,6675
2025-11-30,CHHATTISGARH,GAURELA-PENDRA-MARWAHI,208
2025-11-30,CHHATTISGARH,JANJGIR - CHAMPA,46
2025-11-30,CHHATTISGARH,JANJGIR CHAMPA,53
2025-11-30,CHHATTISGARH,JANJGIR-CHAMPA,22385
2025-11-30,CHHATTISGARH,JASHPUR,12779
2025-11-30,CHHATTISGARH,KABEERDHAM,4446
2025-11-30,CHHATTISGARH,KANKER,8189
2025-11-30,CHHATTISGARH,KAWARDHA,6063
2025-11-30,CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,45
2025-11-30,CHHATTISGARH,KONDAGAON,6304
2025-11-30,CHHATTISGARH,KORBA,9585
2025-11-30,CHHATTISGARH,KORIYA,5858
2025-11-30,CHHATTISGARH,MAHASAMUND,10785
2025-11-30,CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,52
2025-11-30,CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,16
2025-11-30,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,144
2025-11-30,CHHATTISGARH,MUNGELI,10663
2025-11-30,CHHATTISGARH,NARAYANPUR,1336
2025-11-30,CHHATTISGARH,RAIGARH,20817
2025-11-30,CHHATTISGARH,RAIPUR,21676
2025-11-30,CHHATTISGARH,RAJNANDGAON,18153
2025-11-30,CHHATTISGARH,SAKTI,410
2025-11-30,CHHATTISGARH,SARANGARH-BILAIGARH,252
2025-11-30,CHHATTISGARH,SUKMA,2340
2025-11-30,CHHATTISGARH,SURAJPUR,7955
2025-11-30,CHHATTISGARH,SURGUJA,8769
2025-11-30,CHHATTISGARH,UTTAR BASTAR KANKER,3936
2025-11-30,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,74
2025-11-30,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,2070
2025-11-30,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,90
2025-11-30,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,22
2025-11-30,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,16
2025-11-30,DAMAN & DIU,DAMAN,116
2025-11-30,DAMAN & DIU,DIU,115
2025-11-30,DAMAN AND DIU,DAMAN,354
2025-11-30,DAMAN AND DIU,DIU,519
2025-11-30,DELHI,CENTRAL DELHI,4076
2025-11-30,DELHI,EAST DELHI,8923
2025-11-30,DELHI,NAJAFGARH,55
2025-11-30,DELHI,NEW DELHI,361
2025-11-30,DELHI,NORTH DELHI,3913
2025-11-30,DELHI,NORTH EAST,2708
2025-11-30,DELHI,NORTH EAST DELHI,10225
2025-11-30,DELHI,NORTH WEST DELHI,21025
2025-11-30,DELHI,SHAHDARA,396
2025-11-30,DELHI,SOUTH DELHI,15656
2025-11-30,DELHI,SOUTH EAST DELHI,41
2025-11-30,DELHI,SOUTH WEST DELHI,9054
2025-11-30,DELHI,WEST DELHI,10610
2025-11-30,GOA,BARDEZ,6
2025-11-30,GOA,NORTH GOA,4984
2025-11-30,GOA,SOUTH GOA,3430
2025-11-30,GOA,TISWADI,1
2025-11-30,GUJARAT,AHMADABAD,2206
2025-11-30,GUJARAT,AHMEDABAD,33926
2025-11-30,GUJARAT,AMRELI,5712
2025-11-30,GUJARAT,ANAND,8067
2025-11-30,GUJARAT,ARVALLI,1868
2025-11-30,GUJARAT,BANAS KANTHA,118
2025-11-30,GUJARAT,BANASKANTHA,11043
2025-11-30,GUJARAT,BHARUCH,6588
2025-11-30,GUJARAT,BHAVNAGAR,10865
2025-11-30,GUJARAT,BOTAD,1168
2025-11-30,GUJARAT,CHHOTAUDEPUR,1943
2025-11-30,GUJARAT,DAHOD,8486
2025-11-30,GUJARAT,DEVBHUMI DWARKA,1327
2025-11-30,GUJARAT,DOHAD,1415
2025-11-30,GUJARAT,GANDHINAGAR,5066
2025-11-30,GUJARAT,GIR SOMNATH,2627
2025-11-30,GUJARAT,JAMNAGAR,5859
2025-11-30,GUJARAT,JUNAGADH,7983
2025-11-30,GUJARAT,KACHCHH,8718
2025-11-30,GUJARAT,KHEDA,8300
2025-11-30,GUJARAT,MAHESANA,7173
2025-11-30,GUJARAT,MAHISAGAR,2218
2025-11-30,GUJARAT,MORBI,2246
2025-11-30,GUJARAT,NARMADA,2307
2025-11-30,GUJARAT,NAVSARI,4663
2025-11-30,GUJARAT,PANCH MAHALS,105
2025-11-30,GUJARAT,PANCHMAHALS,9006
2025-11-30,GUJARAT,PATAN,5222
2025-11-30,GUJARAT,PORBANDAR,1640
2025-11-30,GUJARAT,RAJKOT,12694
2025-11-30,GUJARAT,SABAR KANTHA,177
2025-11-30,GUJARAT,SABARKANTHA,6036
2025-11-30,GUJARAT,SURAT,30528
2025-11-30,GUJARAT,SURENDRA NAGAR,6011
2025-11-30,GUJARAT,SURENDRANAGAR,123
2025-11-30,GUJARAT,TAPI,3052
2025-11-30,GUJARAT,THE DANGS,1437
2025-11-30,GUJARAT,VADODARA,18132
2025-11-30,GUJARAT,VALSAD,7041
2025-11-30,HARYANA,AKHERA,1
2025-11-30,HARYANA,AMBALA,7095
2025-11-30,HARYANA,BHIWANI,8362
2025-11-30,HARYANA,CHARKHI DADRI,889
2025-11-30,HARYANA,FARIDABAD,13911
2025-11-30,HARYANA,FATEHABAD,6636
2025-11-30,HARYANA,GURGAON,7926
2025-11-30,HARYANA,HISAR,12803
2025-11-30,HARYANA,JHAJJAR,5677
2025-11-30,HARYANA,JIND,8779
2025-11-30,HARYANA,KAITHAL,6444
2025-11-30,HARYANA,KARNAL,9990
2025-11-30,HARYANA,KURUKSHETRA,7011
2025-11-30,HARYANA,MAHENDRAGARH,5581
2025-11-30,HARYANA,MEWAT,8069
2025-11-30,HARYANA,PALWAL,6937
2025-11-30,HARYANA,PANCHKULA,3592
2025-11-30,HARYANA,PANIPAT,7908
2025-11-30,HARYANA,REWARI,4568
2025-11-30,HARYANA,ROHTAK,6580
2025-11-30,HARYANA,SIRSA,9351
2025-11-30,HARYANA,SONIPAT,7931
2025-11-30,HARYANA,YAMUNA NAGAR,9574
2025-11-30,HARYANA,YAMUNANAGAR,147
2025-11-30,HIMACHAL PRADESH,BILASPUR,2908
2025-11-30,HIMACHAL PRADESH,CHAMBA,5913
2025-11-30,HIMACHAL PRADESH,HAMIRPUR,3376
2025-11-30,HIMACHAL PRADESH,KANGRA,12713
2025-11-30,HIMACHAL PRADESH,KINNAUR,747
2025-11-30,HIMACHAL PRADESH,KULLU,3310
2025-11-30,HIMACHAL PRADESH,LAHAUL AND SPITI,8
2025-11-30,HIMACHAL PRADESH,LAHUL & SPITI,141
2025-11-30,HIMACHAL PRADESH,LAHUL AND SPITI,153
2025-11-30,HIMACHAL PRADESH,MANDI,8375
2025-11-30,HIMACHAL PRADESH,SHIMLA,6203
2025-11-30,HIMACHAL PRADESH,SIRMAUR,3036
2025-11-30,HIMACHAL PRADESH,SOLAN,4365
2025-11-30,HIMACHAL PRADESH,UNA,3570
2025-11-30,JAMMU & KASHMIR,BADGAM,5
2025-11-30,JAMMU & KASHMIR,BANDIPUR,1
2025-11-30,JAMMU & KASHMIR,BARAMULA,23
2025-11-30,JAMMU & KASHMIR,JAMMU,55
2025-11-30,JAMMU & KASHMIR,KARGIL,1
2025-11-30,JAMMU & KASHMIR,KATHUA,16
2025-11-30,JAMMU & KASHMIR,KUPWARA,1
2025-11-30,JAMMU & KASHMIR,LEH (LADAKH),1
2025-11-30,JAMMU & KASHMIR,PUNCH,2
2025-11-30,JAMMU & KASHMIR,RAJAURI,2
2025-11-30,JAMMU & KASHMIR,SRINAGAR,7
2025-11-30,JAMMU & KASHMIR,UDHAMPUR,2
2025-11-30,JAMMU AND KASHMIR,?,1
2025-11-30,JAMMU AND KASHMIR,ANANTNAG,4552
2025-11-30,JAMMU AND KASHMIR,BADGAM,1294
2025-11-30,JAMMU AND KASHMIR,BANDIPORE,1373
2025-11-30,JAMMU AND KASHMIR,BARAMULA,7659
2025-11-30,JAMMU AND KASHMIR,BUDGAM,2436
2025-11-30,JAMMU AND KASHMIR,DODA,6057
2025-11-30,JAMMU AND KASHMIR,GANDERBAL,1737
2025-11-30,JAMMU AND KASHMIR,JAMMU,12760
2025-11-30,JAMMU AND KASHMIR,KARGIL,384
2025-11-30,JAMMU AND KASHMIR,KATHUA,4852
2025-11-30,JAMMU AND KASHMIR,KISHTWAR,1541
2025-11-30,JAMMU AND KASHMIR,KULGAM,2291
2025-11-30,JAMMU AND KASHMIR,KUPWARA,4503
2025-11-30,JAMMU AND KASHMIR,LEH,350
2025-11-30,JAMMU AND KASHMIR,PULWAMA,8399
2025-11-30,JAMMU AND KASHMIR,PUNCH,6983
2025-11-30,JAMMU AND KASHMIR,RAJOURI,8344
2025-11-30,JAMMU AND KASHMIR,RAMBAN,6794
2025-11-30,JAMMU AND KASHMIR,REASI,2234
2025-11-30,JAMMU AND KASHMIR,SAMBA,1692
2025-11-30,JAMMU AND KASHMIR,SHUPIYAN,1679
2025-11-30,JAMMU AND KASHMIR,SRINAGAR,10541
2025-11-30,JAMMU AND KASHMIR,UDHAMPUR,4979
2025-11-30,JHARKHAND,BOKARO,9702
2025-11-30,JHARKHAND,BOKARO *,1
2025-11-30,JHARKHAND,CHATRA,6191
2025-11-30,JHARKHAND,DEOGHAR,6428
2025-11-30,JHARKHAND,DHANBAD,14116
2025-11-30,JHARKHAND,DUMKA,6567
2025-11-30,JHARKHAND,EAST SINGHBHUM,12797
2025-11-30,JHARKHAND,GARHWA,9075
2025-11-30,JHARKHAND,GARHWA *,507
2025-11-30,JHARKHAND,GIRIDIH,10328
2025-11-30,JHARKHAND,GODDA,8642
2025-11-30,JHARKHAND,GUMLA,7206
2025-11-30,JHARKHAND,HAZARIBAG,780
2025-11-30,JHARKHAND,HAZARIBAGH,6311
2025-11-30,JHARKHAND,JAMTARA,3405
2025-11-30,JHARKHAND,KHUNTI,4392
2025-11-30,JHARKHAND,KODARMA,369
2025-11-30,JHARKHAND,KODERMA,2784
2025-11-30,JHARKHAND,LATEHAR,3483
2025-11-30,JHARKHAND,LOHARDAGA,2274
2025-11-30,JHARKHAND,PAKAUR,75
2025-11-30,JHARKHAND,PAKUR,930
2025-11-30,JHARKHAND,PALAMAU,359
2025-11-30,JHARKHAND,PALAMU,10337
2025-11-30,JHARKHAND,PASHCHIMI SINGHBHUM,1081
